,name,PA,PM,(dommages Neutre),Portée,Force,Sagesse,Intelligence,Puissance,Échangeable :,-special spell-,Attitude,Vitalité,% Critique,Dommages Feu,Dommages Air,Dommages Terre,Dommages Eau,Dommages Neutre,% Résistance Terre,% Résistance Eau,% Résistance Feu,% Résistance Neutre,% Résistance Air,Dommages,Prospection,Résistances Eau,Résistances Air,Résistances Feu,Chance,Agilité,Résistances Terre,Résistances Neutre,Initiative,(dommages Air),(vol Neutre),(dommages Terre),Dommages Poussée,Invocation,(dommages Feu),(vol Eau),Soins,Arme de chasse,(dommages Eau),Fuite,Invocations,Tacle,Retrait PM,Dommages Pièges,Puissance (pièges),(vol Air),Renvoie dommages,Résistances Critiques,(vol Feu),(soins Feu),(vol Terre),Dommages Critiques,Pods,Esquive PM,Esquive PA,Résistances Poussée,Retrait PA,Dommage Terre,Dommage Feu,Dommage Air,Réduit le coût en PA du sort de,Augmente la portée maximale du sort de,Augmente le nombre de lancers maximal par tour du sort de,Rend la portée du sort modifiable,Augmente les Critiques du sort de%,Désactive le lancer en ligne du sort,Désactive la ligne de vue du sort,Réduit l'intervalle de relance du sort de,Augmente le nombre de lancers maximal par cible du sort de,Augmente les Dommages fixes du sort de,Titre :,Quelqu'un vous suit !,Lié au personnage,% Dommages mêlée,% Résistance mêlée,% Résistance distance,% Dommages distance,% Dommages d'armes,% Dommages aux sorts,Craft coopératif impossible.,Utilisations restantes : /,% Résistance aux armes,(dommages Meilleur élément),Ajouter un sort temporaire,ankama_id,type,level,image_urls
1459,Torque de Ravageur,1.0,,,1.0,,30.0,,,,,,400.0,3.0,,12.0,,12.0,,7.0,,,,7.0,,,,,,50.0,50.0,,,,,,,30.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26006.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1321.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1321-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1321-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1321-800.png'}"
1460,Ceste de Ravageur,,,,,,,,,,,,250.0,2.0,,10.0,,10.0,,,,7.0,,7.0,,,,,,60.0,60.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26007.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9360.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9360-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9360-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9360-800.png'}"
1461,Hachoir de Ravageur,,,,,,40.0,,,,,,350.0,4.0,,10.0,,10.0,,,7.0,5.0,,5.0,,,,,,70.0,70.0,,,,22.0,,,25.0,,,6.0,,,22.0,7.0,,,,,,6.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26008.0,"{'name': 'Hache', 'id': 73}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/19083.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/19083-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/19083-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/19083-800.png'}"
1462,Faux Séraphine,0.0,,,,,30.0,,30.0,,,,350.0,5.0,,,,15.0,,,7.0,,7.0,,,,,,,60.0,,,,,,,,,1.0,,5.0,15.0,,45.0,,,10.0,,,,,,,,,,12.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26009.0,"{'name': 'Faux', 'id': 163}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22008.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22008-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22008-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22008-800.png'}"
1463,Épée Diablotine,,0.0,,,,30.0,60.0,30.0,,,,350.0,5.0,15.0,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,1.0,50.0,,15.0,,,,,10.0,7.0,,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26010.0,"{'name': 'Épée', 'id': 80}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6753.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6753-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6753-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6753-800.png'}"
1464,Faux Chaotique,,1.0,25.0,0.0,,35.0,40.0,20.0,,,,350.0,,18.0,,,18.0,,,10.0,,,,,,,,,40.0,,,,300.0,,,,,,,20.0,12.0,,,,,12.0,,,,,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26011.0,"{'name': 'Faux', 'id': 163}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22009.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22009-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22009-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22009-800.png'}"
1465,Dernière Aube,,,,,25.0,20.0,25.0,,,,,300.0,,4.0,8.0,4.0,8.0,,4.0,0.0,4.0,,0.0,,,,,,50.0,50.0,,,,,,,,,,,,,,0.0,,3.0,,,,,,12.0,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26018.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9358.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9358-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9358-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9358-800.png'}"
1466,Chant du Nécromant,1.0,,,,35.0,30.0,35.0,,,,,350.0,,6.0,12.0,6.0,12.0,,8.0,0.0,8.0,,0.0,,,,,,70.0,70.0,,,,,,,,,,,,,,0.0,,4.0,,,,,,10.0,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26019.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1320.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1320-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1320-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1320-800.png'}"
1467,Portes de Bonta,,,,,45.0,25.0,45.0,,,,,400.0,,10.0,20.0,10.0,20.0,,6.0,0.0,6.0,,0.0,,,,,,90.0,90.0,,,,,,,,,,,,,,0.0,,5.0,,,,,,8.0,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26020.0,"{'name': 'Chapeau', 'id': 27}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16693.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16693-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16693-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16693-800.png'}"
1468,Mort du Centoror,,,,,50.0,20.0,50.0,,,,,300.0,,8.0,4.0,8.0,4.0,,0.0,4.0,0.0,,4.0,,,,,,25.0,25.0,,,,,,,,,,,,,,3.0,,0.0,,,,,,0.0,,,,,,0.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26021.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9359.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9359-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9359-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9359-800.png'}"
1469,Ciel de Foudre Noire,,1.0,,,70.0,30.0,70.0,,,,,350.0,,12.0,6.0,12.0,6.0,,0.0,8.0,0.0,,8.0,,,,,,35.0,35.0,,,,,,,,,,,,,,4.0,,0.0,,,,,,0.0,,,,,,0.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26022.0,"{'name': 'Bottes', 'id': 45}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11350.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11350-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11350-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11350-800.png'}"
1470,Bois de la Liche,,,,,90.0,25.0,90.0,,,,,400.0,,20.0,10.0,20.0,10.0,,0.0,6.0,0.0,,6.0,,,,,,45.0,45.0,,,,,,,,,,,,,,5.0,,0.0,,,,,,0.0,,,,,,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26023.0,"{'name': 'Ceinture', 'id': 58}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10350.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10350-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10350-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10350-800.png'}"
1471,Totem de l'équilibre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26058.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/165047.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/165047-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/165047-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/165047-800.png'}"
1472,Dofus du Cauchemar,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26066.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23034.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23034-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23034-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23034-800.png'}"
1473,Attrape-Cauchemar démoniaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26085.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/3092.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/3092-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/3092-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/3092-800.png'}"
1474,Rouleau d'Ayuto,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26099.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4113.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4113-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4113-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4113-800.png'}"
1475,Croix de Sinane,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26131.0,"{'name': 'Outil', 'id': 105}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/8047.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/8047-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/8047-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/8047-800.png'}"
1476,Anneau poli de Malter,,,,1.0,,30.0,,,,,,200.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,10.0,,,0.0,,10.0,7.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26308.0,"{'name': 'Anneau', 'id': 17}",146.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9364.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9364-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9364-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9364-800.png'}"
1477,Bottes Crépitantes de Malter,,1.0,,,,25.0,,,,,,250.0,,,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,20.0,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26309.0,"{'name': 'Bottes', 'id': 45}",148.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11373.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11373-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11373-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11373-800.png'}"
1478,Faux Enracinée de Malter,,,,,,40.0,,,,,,250.0,,,,,,,7.0,7.0,,,,,,,,,,,,,400.0,,,,,1.0,,,30.0,,,,,,4.0,,,,,,,10.0,,,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310.0,"{'name': 'Faux', 'id': 163}",150.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22010.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22010-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22010-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22010-800.png'}"
1479,Alliance d'Hell Mina,,,,,,20.0,50.0,,,,,200.0,,10.0,,,,,,,,7.0,,,,,,,,,,,,,,,15.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26311.0,"{'name': 'Anneau', 'id': 17}",146.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9365.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9365-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9365-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9365-800.png'}"
1480,Cape d'Hell Mina,,,,1.0,,30.0,50.0,,,,,250.0,,12.0,,,,,7.0,,,,,,,,,,,,,,400.0,,,,20.0,,,,,,,,,5.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26313.0,"{'name': 'Cape', 'id': 43}",148.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17525.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17525-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17525-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17525-800.png'}"
1481,Pertuisane d'Hell Mina,,,,,,30.0,60.0,,,,,300.0,,10.0,,,,,,,10.0,,7.0,,,,,,,,,,,,,,25.0,,22.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26314.0,"{'name': 'Lance', 'id': 111}",150.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4142.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4142-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4142-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4142-800.png'}"
1482,La Broche Céleste Ankarton,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,27265.0,"{'name': 'Amulette', 'id': 33}",175.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1322.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1322-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1322-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1322-800.png'}"
1483,Ceinture du Meulou Ankarton,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,27266.0,"{'name': 'Ceinture', 'id': 58}",150.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10352.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10352-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10352-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10352-800.png'}"
1484,Geta Ankarton,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,27278.0,"{'name': 'Bottes', 'id': 45}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11375.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11375-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11375-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11375-800.png'}"
1485,Bouclier de Bowisse Ankarton,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,27280.0,"{'name': 'Bouclier', 'id': 87}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/82418.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/82418-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/82418-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/82418-800.png'}"
1486,Gelano Ankarton,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,27284.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9371.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9371-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9371-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9371-800.png'}"
1487,Claymomore,,,,,,40.0,,50.0,,,,500.0,,12.0,12.0,12.0,12.0,,3.0,3.0,3.0,3.0,3.0,,15.0,,,,,,,,,22.0,,22.0,,,22.0,,,,22.0,,,15.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27510.0,"{'name': 'Épée', 'id': 80}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6755.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6755-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6755-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6755-800.png'}"
1488,Chagrin de Cire,,,,,,40.0,,50.0,,,,500.0,,12.0,12.0,12.0,12.0,,,,,10.0,,,15.0,,,,,,,,400.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27511.0,"{'name': 'Chapeau', 'id': 27}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16751.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16751-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16751-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16751-800.png'}"
1489,Âmes Hurlantes,,,,,,40.0,,50.0,,,,500.0,,10.0,10.0,10.0,10.0,,,,,,10.0,,15.0,,,,,,,,600.0,,,,,1.0,,,,,,,,15.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27512.0,"{'name': 'Cape', 'id': 43}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17564.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17564-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17564-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17564-800.png'}"
1490,Lourd Fardeau,1.0,,,,,50.0,,50.0,,,,400.0,,10.0,10.0,10.0,10.0,,,10.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27513.0,"{'name': 'Amulette', 'id': 33}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1323.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1323-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1323-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1323-800.png'}"
1491,Éternelle Poursuite,,1.0,,,,40.0,,50.0,,,,400.0,,15.0,15.0,15.0,15.0,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27514.0,"{'name': 'Bottes', 'id': 45}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11376.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11376-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11376-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11376-800.png'}"
1492,Triste Sceau,,,,,,20.0,,40.0,,,,300.0,,10.0,10.0,10.0,10.0,,10.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27515.0,"{'name': 'Anneau', 'id': 17}",200.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9378.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9378-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9378-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9378-800.png'}"
1493,Heaume Clochecuivre,,,,0.0,60.0,30.0,70.0,,,,,350.0,,12.0,8.0,10.0,,10.0,,,7.0,,7.0,,15.0,,,,,50.0,,,0.0,,,,12.0,,,,14.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27525.0,"{'name': 'Chapeau', 'id': 27}",198.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16755.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16755-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16755-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16755-800.png'}"
1494,Anneau Clochecuivre,,,,,30.0,20.0,40.0,,,,,250.0,,8.0,10.0,6.0,,6.0,5.0,,5.0,,,,10.0,,,,,50.0,,,0.0,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27526.0,"{'name': 'Anneau', 'id': 17}",194.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9382.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9382-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9382-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9382-800.png'}"
1495,Masse Clochecuivre,,,18.0,,60.0,25.0,40.0,,,,,300.0,,10.0,12.0,14.0,,14.0,7.0,,,,7.0,,12.0,,,,,50.0,,,0.0,18.0,,,14.0,,18.0,,,,,0.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27528.0,"{'name': 'Marteau', 'id': 42}",196.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7090.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7090-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7090-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7090-800.png'}"
1496,Bouclier Gris,,,,,,,,30.0,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,,,,,,27537.0,"{'name': 'Bouclier', 'id': 87}",194.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/82433.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/82433-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/82433-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/82433-800.png'}"
1497,Collier Gris,1.0,,,,70.0,40.0,,,,,,250.0,5.0,,,10.0,10.0,,5.0,5.0,,5.0,,,,,,,70.0,,,,,,,,,,,,,,,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27538.0,"{'name': 'Amulette', 'id': 33}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1325.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1325-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1325-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1325-800.png'}"
1498,Serpe Aigrie,,,32.0,,60.0,40.0,,40.0,,,,300.0,6.0,,,12.0,12.0,,,7.0,,7.0,,,,,,,,,,,,,,22.0,,,,10.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27539.0,"{'name': 'Faux', 'id': 163}",190.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/22013.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/22013-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/22013-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/22013-800.png'}"
1499,Marteau Aigri,,,38.0,,,40.0,,40.0,,,,300.0,6.0,,,12.0,12.0,,7.0,,,7.0,,,,,,,60.0,,,,,,,,,,,,,,28.0,,,15.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27540.0,"{'name': 'Marteau', 'id': 42}",190.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7089.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7089-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7089-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7089-800.png'}"
1500,Grelots de Barbéryl,,,,,,40.0,,,,,,300.0,5.0,,,,12.0,,,8.0,,,8.0,,10.0,,,,70.0,,,,400.0,,,,,,,,,,,5.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27541.0,"{'name': 'Chapeau', 'id': 27}",190.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16754.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16754-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16754-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16754-800.png'}"
1501,Subligar de Barbéryl,,,,1.0,,30.0,,,,,,350.0,5.0,,,,12.0,,,7.0,,,7.0,,20.0,,,,80.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27542.0,"{'name': 'Ceinture', 'id': 58}",192.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10355.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10355-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10355-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10355-800.png'}"
